Text,Rätt Kategori,Modell_Kategori,Tid (s),Rätt,Model,Antal Artiklar,Korrekt Klassifikation,Accuracy,Precision,Recall,CPU,GPU,Genomsnitt tid för artiklar
"Boothroyd calls for Lords speaker

Betty Boothroyd has said the House of Lords needs its own Speaker and that peers shou...",politics,Politics,0.16,True,,,,,,,,,
"Bid to cut court witness stress

New targets to reduce the stress to victims and witnesses giving evidence in courts in ...",politics,This news article can be categorized as: Politics,0.29,False,,,,,,,,,
"Lord Scarman, 93, dies peacefully

Distinguished lawyer Lord Scarman, who conducted the inquiry into the 1981 Brixton ri...",politics,Politics,0.2,True,,,,,,,,,
"Tory leader urges Harry apology

Prince Harry should personally make clear how sorry he is about wearing a Nazi uniform ...",politics,Politics,0.17,True,,,,,,,,,
"NHS waiting time target is cut

Hospital waiting times for patients in Wales are to be cut, but not to the same extent a...",politics,Health,0.21,False,,,,,,,,,
"Tories plan migrant health checks

Non-European Union citizens wanting to work in the UK will have to undergo tests for ...",politics,Politics,0.22,True,,,,,,,,,
"MPs issued with Blackberry threat

MPs will be thrown out of the Commons if they use Blackberries in the chamber Speaker...",politics,Politik,0.13,False,,,,,,,,,
"Wales 'must learn health lessons'

The new health minister for Wales says there are lessons to learn from England in tac...",politics,Health,0.23,False,,,,,,,,,
"UKIP candidate suspended

Eurosceptic party UKIP have suspended a candidate for allegedly suggesting the criminally insa...",politics,Politics,0.17,True,,,,,,,,,
"End Bush 'denial' Blair tells EU

Tony Blair is urging European leaders to wake up from their ""state of denial"" over Pre...",politics,Politik,0.2,False,,,,,,,,,
"Brown to outline presidency goals

Next year will be ""make or break"" for development in poorer countries Gordon Brown wi...",politics,Politics,0.23,True,,,,,,,,,
"Brown shrugs off economy fears

Gordon Brown is to freeze petrol duty increases, fund a £1bn package to avoid big counci...",politics,The article can be categorized as 'Politics'.,0.34,False,,,,,,,,,
"UK troops on Ivory Coast standby

Downing Street has confirmed British troops are on standby in case they need to help e...",politics,Politics,0.13,True,,,,,,,,,
"Blair told to double overseas aid

Tony Blair is being urged to use all his negotiating powers to end poor countries' de...",politics,Politics,0.18,True,,,,,,,,,
"Peace demo appeal rejected

Peace protestors have lost a landmark appeal over police actions in stopping an anti-war dem...",politics,Politics,0.17,True,,,,,,,,,
"Retirement age could be scrapped

The ""myth that ageing is a barrier"" to contributing to society needs to be ""exploded"",...",politics,Politics,0.16,True,,,,,,,,,
"Jowell rejects 'Las Vegas' jibe

The Secretary of State for Culture, Media and Sport, Tessa Jowell, has hit out at criti...",politics,Politik,0.17,False,,,,,,,,,
"Ban on hunting comes into force

Fox hunting with dogs is now illegal in England and Wales after a ban on the activity c...",politics,Politics,0.19,True,,,,,,,,,
"Blair says UK tsunami aid to soar

Tony Blair has predicted the British Government will eventually give ""hundreds of mil...",politics,Politik,0.23,False,,,,,,,,,
"Straw attacked on China arms

Moves to lift the European Union's ban on arms exports to China have been condemned by hum...",politics,Politik,0.2,False,,,,,,,,,
"Defiant hunts put ban to the test

Thousands of hunt supporters have been out on the first day of hunting in England and...",politics,Politics,0.22,True,,,,,,,,,
"EU fraud clampdown urged

EU member states are failing to report fraud and irregularities in EU funds on a consistent ba...",politics,The provided news article can be categorized as: **Business** (Economy),0.34,False,,,,,,,,,
"Straw praises Kashmir moves

The UK has welcomed the decision by India and Pakistan to open a bus link across the ceasef...",politics,Politics,0.16,True,,,,,,,,,
"UK helps raped Rwandan women

Britain is to give a £4m grant to help women survivors of the Rwandan genocide who were ra...",politics,Health,0.14,False,,,,,,,,,
"Howard denies split over ID cards

Michael Howard has denied his shadow cabinet was split over its decision to back cont...",politics,Politics,0.2,True,,,,,,,,,
"EU referendum question unveiled

The question to be asked in the referendum on the EU Constitution has been unveiled by ...",politics,Politics,0.21,True,,,,,,,,,
"Malik rejects all-black MP lists

A call for ethnic minority shortlists to boost the number of black and Asian MPs has b...",politics,Politics,0.18,True,,,,,,,,,
"MP attacked by muggers in Kenya

An MP has had more than £600 and his passport stolen after being mugged by six men in a...",politics,Politics,0.13,True,,,,,,,,,
"Candidate resigns over BNP link

A prospective candidate for the UK Independence Party (UKIP) has resigned after admitti...",politics,Politics,0.12,True,,,,,,,,,
"'Nuclear dumpsite' plan attacked

Plans to allow foreign nuclear waste to be permanently stored in the UK have been bran...",politics,Politics,0.17,True,,,,,,,,,
"Labour accused of broken pledge

Labour has already broken its pre-election promise on immigration before the ink has dr...",politics,Politics,0.19,True,,,,,,,,,
"Labour trio 'had vote-rig factory'

Three Labour councillors in Birmingham were caught operating a ""vote-rigging factory...",politics,Politics,0.2,True,,,,,,,,,
"Blair returns from peace mission

Prime Minister Tony Blair has arrived back from his diplomatic mission to the Middle E...",politics,Politics,0.18,True,,,,,,,,,
"Galloway plea for hostage release

Ex-Labour MP George Galloway has appealed for the release of aid worker Margaret Hass...",politics,Politics,0.14,True,,,,,,,,,
"Guantanamo four questioned

The four Britons freed from US custody in Guantanamo Bay are expected to be allowed a visit ...",politics,Politics,0.19,True,,,,,,,,,
"Minister defends hunting ban law

The law banning hunting with dogs in England and Wales is enforceable and ""very clear""...",politics,Politics,0.2,True,,,,,,,,,
"Clarke to unveil immigration plan

New controls on economic migrants and tighter border patrols will be part of governme...",politics,Politics,0.18,True,,,,,,,,,
"Mayor will not retract Nazi jibe

London mayor Ken Livingstone has again refused to retract a Nazi insult made to a Jewi...",politics,Politics,0.2,True,,,,,,,,,
"Pakistani women 'must not hide'

Hiding women away in the home hidden behind veils is a backward view of Islam, Presiden...",politics,Politics,0.19,True,,,,,,,,,
"Visa row mandarin made Sir John

The top civil servant at the centre of the David Blunkett visa affair has been knighted...",politics,Politics,0.19,True,,,,,,,,,
"Kilroy-Silk attacked with slurry

Euro MP Robert Kilroy-Silk has had a bucket of farm slurry thrown over him by a protes...",politics,Politics,0.21,True,,,,,,,,,
"Petrol duties frozen, Brown says

Chancellor Gordon Brown has announced a freeze on fuel duty in his pre-budget speech t...",politics,This news article can be categorized under the category of **Economy**.,0.27,False,,,,,,,,,
"Howard unveils election platform

The Conservatives would stand up for the ""forgotten majority"", Michael Howard pledged ...",politics,Politics,0.2,True,,,,,,,,,
"Lawyer attacks anti-terror laws

A senior barrister who has resigned in protest over the government's anti-terror laws s...",politics,Politics,0.2,True,,,,,,,,,
"Turkey deal 'to help world peace'

A deal bringing Turkey a step closer to EU membership is of ""fundamental importance"" ...",politics,Politics,0.16,True,,,,,,,,,
"Protect whistleblowers, TUC says

The government should change the law to give more protection to employees who raise he...",politics,Politics,0.16,True,,,,,,,,,
"Kinnock to urge reform in Lords

Neil Kinnock has said his acceptance of a seat in the House of Lords will allow him to ...",politics,Politics,0.14,True,,,,,,,,,
"McConnell details Scots wave toll

At least three people from Scotland died in the tsunami disaster and a further three ...",politics,Politics,0.16,True,,,,,,,,,
"Police urge pub closure power

New powers are needed to close disorderly pubs, bars and clubs for up to a week or even p...",politics,Politics,0.2,True,,,,,,,,,
"Blunkett tells of love and pain

David Blunkett has spoken of his love for married publisher Kimberly Quinn for the firs...",politics,Politics,0.17,True,,,,,,,,,
"Housing plans criticised by MPs

""Irreversible environmental damage"" will be caused by government plans to build more th...",politics,Politics,0.18,True,,,,,,,,,
"MPs' murder sentence concern

Murder sentences should not be reduced automatically simply because of a guilty plea, says...",politics,Politics,0.22,True,,,,,,,,,
"'No-one can define new hunt ban'

The new law banning hunting with dogs is ""so poorly drafted"" no-one can define the off...",politics,Politics,0.18,True,,,,,,,,,
"Hospital suspends 'no Welsh' plan

An English hospital has suspended plans to stop treating Welsh patients who have wait...",politics,Health,0.18,False,,,,,,,,,
"Tories pledge free sports lessons

Children would be offered two hours' free sports training a week by a future Tory gov...",politics,"This news article can be categorized as: Politics (specifically, Education Policy or Child Welfare Policy)",0.32,False,,,,,,,,,
"Faith schools citizenship warning

Schools must improve the quality of citizenship lessons - or social cohesion and demo...",politics,"Education, Culture, Politics",0.2,False,,,,,,,,,
"Ministers lose slopping out case

The Scottish Executive has lost an appeal against an inmate's compensation for being f...",politics,Politics,0.18,True,,,,,,,,,
"Escaped prisoner report ordered

First Minister Jack McConnell has ordered a report on the decision to allow a paranoid ...",politics,Politics,0.25,True,,,,,,,,,
"Chancellor rallies Labour voters

Gordon Brown has issued a rallying cry, telling supporters the ""stakes are too high"" t...",politics,This news article can be categorized under 'Politics'.,0.28,False,,,,,,,,,
"Councils 'must find Gypsy sites'

Ministers are telling councils to find more sites for travellers, amid continuing rows...",politics,Politik,0.21,False,,,,,,,,,
"Plaid MP's cottage arson claim

A Plaid Cymru MP believes UK security services were involved in some arson attacks blame...",politics,Politics,0.21,True,,,,,,,,,
"Hatfield executives go on trial

Engineering firm Balfour Beatty and five railway managers are to go on trial for mansla...",politics,"The category for this news article is ""Legal Matters"" or ""Crime & Justice"".",0.3,False,,,,,,,,,
"Final hunts held as ban looms

Hunts in England and Wales have begun on the last day that hunting with dogs is legal, wi...",politics,Politics,0.19,True,,,,,,,,,
"Falconer rebuts 'charade' claims

Concessions on a bill which critics claim would allow euthanasia ""through the back doo...",politics,Politics,0.2,True,,,,,,,,,
"School sport 'is back', says PM

Tony Blair has promised that ""sport is back"" as a priority for schools.

The prime mini...",politics,"Education, Politik",0.21,False,,,,,,,,,
"Anti-terror plan faces first test

Plans to allow Home Secretary Charles Clarke to place terror suspects under house arr...",politics,Politics,0.21,True,,,,,,,,,
"Former NI minister Scott dies

Former Northern Ireland minister Sir Nicholas Scott has died at a London hospice, his fam...",politics,Politics,0.17,True,,,,,,,,,
"Blair rejects Iraq advice calls

Tony Blair has rejected calls for the publication of advice on the legality of the Iraq...",politics,Politics,0.21,True,,,,,,,,,
"Police probe BNP mosque leaflet

Police are investigating a British National Party leaflet posted to homes in south Wale...",politics,Category: Politics,0.21,False,,,,,,,,,
"Blair says mayor should apologise

Tony Blair has urged London mayor Ken Livingstone to apologise for his ""Nazi"" comment...",politics,Politics,0.19,True,,,,,,,,,
"Jowell confirms casino climbdown

Tessa Jowell has announced plans to limit the number of new casinos in the UK to 24, i...",politics,Politics,0.18,True,,,,,,,,,
"Security papers 'found in street'

An inquiry is under way after files containing security details about the Pakistani p...",politics,The appropriate category for this news article is Politics.,0.2,False,,,,,,,,,
"Blair congratulates Bush on win

Tony Blair has said he looks forward to continuing his strong relationship with George ...",politics,Politik,0.21,False,,,,,,,,,
"Howard 'truanted to play snooker'

Conservative leader Michael Howard has admitted he used to play truant to spend time ...",politics,Education,0.16,False,,,,,,,,,
"Short attacks US over tsunami aid

Former Cabinet minister Clare Short has criticised the US-led tsunami aid coalition, ...",politics,Politik,0.14,False,,,,,,,,,
"Guantanamo four free in weeks

All four Britons held by the US in Guantanamo Bay will be returned to the UK within weeks...",politics,Politics,0.22,True,,,,,,,,,
"Tories attack EU asylum moves

David Blunkett has been accused of using the ""politics of confusion"" to disguise new EU i...",politics,Politics,0.2,True,,,,,,,,,
"Cherie accused of attacking Bush

Cherie Blair has been accused of criticising George W Bush's policies in a private add...",politics,Politics,0.14,True,,,,,,,,,
"Tsunami 'won't divert Africa aid'

UK aid to help the victims of the Asian tsunami disaster will not take much needed re...",politics,Politics,0.16,True,,,,,,,,,
"Mandelson warning to BBC

The BBC should steer away from ""demonising"" ex-Downing Street media chief Alastair Campbell, P...",politics,Politics,0.18,True,,,,,,,,,
"Blair 'pressing US on climate'

Tony Blair is pressing the US to cut greenhouse gases despite its unwillingness to sign ...",politics,Politics,0.16,True,,,,,,,,,
"Police chief backs drinking move

A chief constable has backed the introduction of 24-drinking, saying police had a resp...",politics,Politics,0.19,True,,,,,,,,,
"Game warnings 'must be clearer'

Violent video games should carry larger warnings so parents can understand what their c...",politics,Politics,0.19,True,,,,,,,,,
"Mallon wades into NE vote battle

Middlesbrough mayor Ray Mallon has been drafted in to boost the Yes campaign as the No...",politics,Politics,0.19,True,,,,,,,,,
"Howard rejects BNP's claim

Tory leader Michael Howard has dismissed claims that his immigration policy was ""moving onto...",politics,Politics,0.17,True,,,,,,,,,
"Tories opposing 24-hour drinking

The Tories say plans to extend pub opening times should be put on hold until binge dri...",politics,Politics,0.19,True,,,,,,,,,
"New foot and mouth action urged

A senior Tory MP has criticised agriculture department Defra's ""lackadaisical"" approach...",politics,This news article can be categorized as Politics.,0.27,False,,,,,,,,,
"Correction agency plans dropped

Plans to create a single correctional agency for Scotland have been scrapped.

The Scot...",politics,Policy or Government,0.2,False,,,,,,,,,
"Tutu's Guantanamo release call

Archbishop Desmond Tutu has called for the release of the remaining inmates at Guantanam...",politics,Politik,0.2,False,,,,,,,,,
"Blair's hope for Blunkett return

The events leading to David Blunkett's resignation must not ""swept under the carpet"", ...",politics,Politics,0.14,True,,,,,,,,,
"February poll claim 'speculation'

Reports that Tony Blair is planning a snap general election for February 2005 have be...",politics,Politics,0.13,True,,,,,,,,,
"Gurkhas to help tsunami victims

Britain has offered to send a company of 120 Gurkhas to assist with the tsunami relief ...",politics,Politics,0.16,True,,,,,,,,,
"Abbas 'will not tolerate' attacks

Palestinian leader Mahmoud Abbas has said he will not tolerate attacks such as last F...",politics,Politics,0.17,True,,,,,,,,,
"Thousands join strike in Wales

Thousands of civil servants were on strike across Wales on Friday in protest at planned ...",politics,Politics,0.2,True,,,,,,,,,
"Top judge clashes with ministers

The UK's top judge has revealed he has clashed with ministers about how the heads of p...",politics,Politics,0.2,True,,,,,,,,,
"Tory expert denies defeatism

The Conservatives' campaign director has denied a report claiming he warned Michael Howard...",politics,Politics,0.11,True,,,,,,,,,
"Lib Dems target the student vote

Students can decide the fate of MPs in some seats at the next election, Liberal Democr...",politics,Politics,0.22,True,,,,,,,,,
"Custody death rate 'shocks' MPs

Deaths in custody have reached ""shocking"" levels, a committee of MPs and peers has warn...",politics,Politik,0.2,False,,,,,,,,,
"New rules tackle 'sham weddings'

New rules on marriage for foreign nationals living in the UK are coming into force.

F...",politics,Politics,0.25,True,,,,,,,,,
"Ministers 'naive' over phone-taps

The government is being naive by refusing to allow phone-tap evidence in court, a sen...",politics,Politics,0.17,True,,,,,,,,,
"Schools to take part in mock poll

Record numbers of schools across the UK are to take part in a mock general election b...",politics,Politics,0.14,True,,,,,,,,,
"Blair dismisses quit claim report

Tony Blair has dismissed reports he told Gordon Brown he would quit before the next g...",politics,Politics,0.22,True,,,,,,,,,
"Jamieson issues warning to bigots

Scotland's justice minister has warned bigoted soccer fans that she wants to hit them...",politics,Politics,0.19,True,,,,,,,,,
"Clarke plans migrant point scheme

Anyone planning to move to the UK will have to pass a test to prove they can contribu...",politics,Politics,0.19,True,,,,,,,,,
"Clarke defends terror detentions

The home secretary has defended his decision not to release foreign terror suspects de...",politics,Politics,0.19,True,,,,,,,,,
"Voters 'reject EU by two to one'

British voters would reject the European constitution by two to one, according to a po...",politics,Politics,0.16,True,,,,,,,,,
"Kennedy questions trust of Blair

Lib Dem leader Charles Kennedy has said voters now have a ""fundamental lack of trust"" ...",politics,Politics,0.16,True,,,,,,,,,
"Terror detainees win Lords appeal

Detaining foreign terrorist suspects without trial breaks human rights laws, the UK's...",politics,Politik,0.23,False,,,,,,,,,
"Blair to face MPs amid feud talk

Tony Blair faces his first prime minister's questions of 2005 after a week of renewed ...",politics,Politics,0.18,True,,,,,,,,,
"Tories unveil quango blitz plans

Plans to abolish 162 quangos have been unveiled by the Conservatives as part of their ...",politics,Politics,0.16,True,,,,,,,,,
"Clarke faces ID cards rebellion

Charles Clarke faces his first real test as home secretary on Monday with a possible ba...",politics,Politics,0.19,True,,,,,,,,,
"Labour pig poster 'anti-Semitic'

The Labour Party has been accused of anti-Semitism over a poster depicting Michael How...",politics,Politics,0.16,True,,,,,,,,,
"Iraqis win death test case probe

The family of an Iraqi civilian allegedly killed by UK troops have won a challenge aga...",politics,Politics,0.2,True,,,,,,,,,
"Burglar defence guidelines issued

Householders who injure or even kill intruders are unlikely to be prosecuted - provid...",politics,The category for this news article is: **Politics**,0.3,False,,,,,,,,,
"Woolf murder sentence rethink

Plans to give murderers lighter sentences if they plead guilty have been watered down.

T...",politics,Politics,0.17,True,,,,,,,,,
"Probe launched on Ken Nazi jibe

An investigation by the Standards Board is under way following allegations that Ken Liv...",politics,Politics,0.16,True,,,,,,,,,
"'Few ready' for information act

Thousands of public bodies are ill-prepared for the Freedom of Information Act, due to ...",politics,Politics,0.16,True,,,,,,,,,
"Blunkett unveils policing plans

People could be given the mobile phone number of their local bobby under an overhaul of...",politics,The article can be categorized as Politics.,0.28,False,,,,,,,,,
"Lib Dems' new election PR chief

The Lib Dems have appointed a senior figure from BT to be the party's new communication...",politics,Politics,0.12,True,,,,,,,,,
"Jack Cunningham to stand down

Veteran Labour MP and former Cabinet minister Jack Cunningham has said he will stand down...",politics,Politics,0.12,True,,,,,,,,,
"Kilroy unveils immigration policy

Ex-chatshow host Robert Kilroy-Silk has attacked UK policy on immigration saying Brit...",politics,Politics,0.12,True,,,,,,,,,
"Regiments' group in poll move

A regiments' campaign group is to target nine marginal Labour seats at the General Electi...",politics,Politics,0.17,True,,,,,,,,,
"Row over 'police' power for CSOs

The Police Federation has said it strongly opposes giving Community Support Officers (...",politics,Politics,0.18,True,,,,,,,,,
"Sport betting rules in spotlight

A group of MPs and peers has called for a tightening of regulations controlling bettin...",politics,"This news article can be categorized as **Politics**. The focus of the article is on calls for changes in gambling regulations, including potential penalties for cheating, and the role of government in addressing these issues. While sports betting is a major topic discussed, the primary focus is on the political response to concerns about its integrity rather than the sporting event itself.",0.85,False,,,,,,,,,
"Councils prepare to set tax rises

Council tax in Scotland is set to rise by an average of about 4% in the coming year, ...",politics,Business (Economy),0.25,False,,,,,,,,,
"Whitehall shredding increasing - Tories

Civil servants have drastically stepped up the shredding of official documents,...",politics,Politics,0.19,True,,,,,,,,,
"MPs assess Scots fishing industry

A group of MPs are on a two-day fact-finding mission to Scotland to gather evidence f...",politics,Politik,0.13,False,,,,,,,,,
"Research fears over Kelly's views

Scientists have expressed concerns that new education secretary Ruth Kelly's religiou...",politics,Politics,0.19,True,,,,,,,,,
"Army chiefs in regiments decision

Military chiefs are expected to meet to make a final decision on the future of Scotla...",politics,Politics,0.2,True,,,,,,,,,
"Student 'inequality' exposed

Teenagers from well-off backgrounds are six times more likely to go to university than tho...",politics,Education,0.22,False,,,,,,,,,
"Kennedy to make temple address

Charles Kennedy is set to address 2,000 people at a Hindu temple as part of an appeal to...",politics,Politics,0.14,True,,,,,,,,,
"David Blunkett in quotes

David Blunkett - who has resigned as home secretary - built his reputation as a plain-speaking...",politics,Category: Politics,0.18,False,,,,,,,,,
"No election TV debate, says Blair

Tony Blair has said he will not take part in a TV debate with his political rivals ah...",politics,Politics,0.11,True,,,,,,,,,
"What the election should really be about?

A general election is the best chance most pressure groups get to make a real...",politics,Economy (Business),0.41,False,,,,,,,,,
"Brown and Blair face new rift claims

For the umpteenth time, Tony Blair and Gordon Brown are said to have declared all ...",politics,Politics,0.26,True,,,,,,,,,
"Blair 'said he would stand down'

Tony Blair promised Gordon Brown he would stand down before the next election, a new b...",politics,Politics,0.25,True,,,,,,,,,
"Blair dismisses quit claim report

Tony Blair has dismissed reports he told Gordon Brown he would quit before the next g...",politics,Politics,0.23,True,,,,,,,,,
"Could rivalry overshadow election?

Tony Blair and Gordon Brown are desperately trying to stuff the genie of their rival...",politics,Politics,0.26,True,,,,,,,,,
"Brown in appeal for Labour unity

Gordon Brown has made an appeal for unity after reports claimed Mr Blair went back on ...",politics,Politics,0.22,True,,,,,,,,,
"Blair pledges unity to Labour MPs

Tony Blair has sought to reassure Labour backbenchers that nothing will stand in the ...",politics,Politics,0.21,True,,,,,,,,,
"Blair and Brown criticised by MPs

Labour MPs have angrily criticised Tony Blair and Gordon Brown amid renewed reports o...",politics,Politics,0.21,True,,,,,,,,,
"Labour MPs' fears over squabbling

If there is one thing certain to stiffen the spines of Labour MPs it is the prospect ...",politics,The article can be categorized as Politics.,0.29,False,,,,,,,,,
"'Poll Idols' face first hurdles

Vote For Me - ITV1's Pop Idol style talent contest for would-be politicians - finally h...",politics,Politics,0.26,True,,,,,,,,,
"Labour seeks to quell feud talk

Labour's leadership put on a show of unity at a campaign poster launch after MPs critic...",politics,Politics,0.2,True,,,,,,,,,
"Labour's election love-in

Peace and love have been in short supply in the Labour party in recent days.

If press report...",politics,This news article can be categorized as 'Politics'.,0.32,False,,,,,,,,,
"Howard taunts Blair over splits

Tony Blair's feud with Gordon Brown is damaging the way the UK is governed, Tory leader...",politics,Politics,0.2,True,,,,,,,,,
"How political squabbles snowball

It's become commonplace to argue that Blair and Brown are like squabbling school kids ...",politics,The provided news article can be categorized under the category of **Politics**.,0.42,False,,,,,,,,,
"Blair looks to election campaign

Tony Blair's big speech will be looked back on as the performance that kicked off the ...",politics,This news article falls under the category of Politics.,0.29,False,,,,,,,,,
"Tories unveil quango blitz plans

Plans to abolish 162 quangos have been unveiled by the Conservatives as part of their ...",politics,Politics,0.17,True,,,,,,,,,
"Peers debate Crown succession law

Peers are debating proposals to change the rules governing the succession to the thro...",politics,Politics,0.16,True,,,,,,,,,
"UKIP's secret weapon?

By any measure, New Yorker Dick Morris is that thing Americans love over everything else - a winn...",politics,Politics,0.28,True,,,,,,,,,
"More reforms ahead says Milburn

Labour will continue to pursue controversial reforms if it wins a third term in power, ...",politics,Politics,0.2,True,,,,,,,,,
"Teens 'know little' of politics

Teenagers questioned for a survey have shown little interest in politics - and have lit...",politics,Politics,0.12,True,,,,,,,,,
"Defection timed to hit tax pledge

With impeccable and precisely-calculated timing, Tory defector Robert Jackson and his...",politics,Business,0.19,False,,,,,,,,,
"Tory leader unveils spending plan

Tory leader Michael Howard says his party can save £35bn in government spending by ta...",politics,"The provided news article can be categorized as 'Business' or 'Politics'. Since the focus is on Michael Howard unveiling a spending plan, reducing government borrowing and taxes, identifying savings, and discussing potential tax cuts, it seems more appropriate to classify this article under 'Business'.",0.77,False,,,,,,,,,
"Kennedy looks to election gains

They may not know quite how to describe their position in British politics - the real o...",politics,Business (Economy),0.24,False,,,,,,,,,
"'Best person' for top legal job

The ""best person for the job"" should be appointed lord chancellor, and not necessarily ...",politics,Politik,0.19,False,,,,,,,,,
"The memory driving Brown's mission

The memory Gordon Brown says keeps returning to him - the one that he says is burnt ...",politics,Business,0.17,False,,,,,,,,,
"Howard dismisses Tory tax fears

Michael Howard has dismissed fears from some Conservatives that his plans for £4bn tax ...",politics,Business (Ekonomi),0.23,False,,,,,,,,,
"Donor attacks Blair-Brown 'feud'

The reported feud between Tony Blair and Gordon Brown has prompted a Labour donor to s...",politics,Politics,0.19,True,,,,,,,,,
"Howard and Blair tax pledge clash

Tony Blair has said voters will have to wait for Labour's manifesto to see if the par...",politics,Business,0.14,False,,,,,,,,,
"What really divides the parties

So what is the gap between Labour and the Tories nowadays?

One Starbucks, one Rymans a...",politics,Politics,0.16,True,,,,,,,,,
"Amnesty chief laments war failure

The lack of public outrage about the war on terror is a powerful indictment of the fa...",politics,Politics,0.19,True,,,,,,,,,
"Blair sees greater Bush consensus

George W Bush will display a more consensual approach to world politics as he begins ...",politics,Politics,0.16,True,,,,,,,,,
"Kilroy-Silk quits 'shameful' UKIP

Ex-chat show host Robert Kilroy-Silk has quit the UK Independence Party and accused i...",politics,Politics,0.2,True,,,,,,,,,
"Blair blasts Tory spending plans

Tony Blair has launched an attack on Conservative spending plans, saying they are a ""l...",politics,Economy,0.23,False,,,,,,,,,
"Lib Dems' 'bold' election policy

Charles Kennedy has told voters his Liberal Democrats will offer them an ""honest choic...",politics,Economy,0.21,False,,,,,,,,,
"Kennedy's cautious optimism

Charles Kennedy is far too canny to make any grand claims about how his party may fare at t...",politics,Politik,0.23,False,,,,,,,,,
"Hague 'given up' his PM ambition

Former Conservative leader William Hague says he will not stand for the leadership aga...",politics,Politics,0.16,True,,,,,,,,,
"UKIP candidate suspended in probe

Eurosceptic party UKIP have suspended a candidate for allegedly suggesting the crimin...",politics,Politics,0.17,True,,,,,,,,,
"Boothroyd calls for Lords speaker

Betty Boothroyd has said the House of Lords needs its own Speaker and that peers shou...",politics,This article can be categorized under Politics.,0.23,False,,,,,,,,,
"New UKIP defection to 'Veritas'

The UK Independence Party has lost one of its two London Assembly members to Robert Kil...",politics,Politics,0.17,True,,,,,,,,,
"Baron Kinnock makes Lords debut

Former Labour leader Neil Kinnock has officially been made a life peer during a ceremon...",politics,Politics,0.19,True,,,,,,,,,
"Terror powers expose 'tyranny'

The Lord Chancellor has defended government plans to introduce control orders to keep fo...",politics,"Category: Politics

Answer: The opinions on Charles Clarke's proposals for house arrest are divided. Some believe it is a necessary measure to maintain security, while others view it as a step towards totalitarianism and a violation of human rights. It is important to note that the use of such powers has historically not been effective in stopping terrorist activities, as was the case with internment during the Northern Ireland conflict. The potential for misuse and abuse of power by those in authority, as well as the possible consequences for innocent individuals, are significant concerns. The government must balance security measures with respect for individual liberties and due process, especially when it comes to matters of human rights.",2.39,False,,,,,,,,,
"'Super union' merger plan touted

Two of Britain's big trade unions could merge to form a ""super union"" of two million m...",politics,Business,0.14,False,,,,,,,,,
"UKIP MEP attacked German 'empire'

A UK Independence Party MEP suggested Germany saw the EU as an 'empire' and was cheap...",politics,The provided news article can be categorized as Politics.,0.35,False,,,,,,,,,
"Kilroy launches 'Veritas' party

Ex-BBC chat show host and East Midlands MEP Robert Kilroy-Silk said he wanted to ""chang...",politics,"The article describes the launch of a new political party called Veritas, led by former UK Independence Party (UKIP) MEP Robert Kilroy-Silk. This event can be categorized as **Politics**.",1.28,False,,,,,,,,,
"Civil servants in strike ballot

The UK's biggest civil service union is to ballot its 290,000 members on strikes in pro...",politics,This news article falls under the category: Politics,0.24,False,,,,,,,,,
"Blair Labour's longest-serving PM

Tony Blair has become the Labour Party's longest-serving prime minister.

The 51-year...",politics,Politics,0.18,True,,,,,,,,,
"Tories leave door open for Archer

The Conservative Party would deal ""sympathetically"" with any application by disgraced...",politics,Politics,0.16,True,,,,,,,,,
"Mandelson warns BBC on Campbell

The BBC should steer away from ""demonising"" ex-Downing Street media chief Alastair Camp...",politics,Politics,0.18,True,,,,,,,,,
"'Debate needed' on donations cap

A cap on donations to political parties should not be introduced yet, the elections wa...",politics,'Business' (Economy),0.26,False,,,,,,,,,
"Conservative backing for ID cards

The Tories are to back controversial government plans to introduce ID cards.

The sha...",politics,Politics,0.16,True,,,,,,,,,
"Howard denies split over ID cards

Michael Howard has denied his shadow cabinet was split over its decision to back cont...",politics,Politics,0.2,True,,,,,,,,,
"Taxes must be trusted - Kennedy

Public trust in taxes is breaking down because Labour and Tories are not being straight...",politics,Economy,0.21,False,,,,,,,,,
"Galloway targets 'New Labour' MP

George Galloway is to stand against pro-Iraq war Labour MP Oona King at the next gener...",politics,Politics,0.19,True,,,,,,,,,
"Election deal faltered over Heath role

The Tories failed to hold onto power in 1974 after Liberals demanded Sir Edward ...",politics,Politics,0.22,True,,,,,,,,,
"UKIP outspent Labour on EU poll

The UK Independence Party outspent both Labour and the Liberal Democrats in the Europea...",politics,Politics,0.12,True,,,,,,,,,
"Labour battle plan 'hides Blair'

The Tories have accused Tony Blair of being ""terrified"" of scrutiny after Labour unvei...",politics,Politik,0.21,False,,,,,,,,,
"Campbell returns to election team

Ex-Downing Street media chief Alastair Campbell will return to the fold to strengthen...",politics,Politik,0.18,False,,,,,,,,,
"Conservative MP defects to Labour

A Conservative MP and former minister has defected to Labour.

Robert Jackson, 58, MP...",politics,Politics,0.16,True,,,,,,,,,
"Tory 'stalking horse' Meyer dies

Sir Anthony Meyer, the Tory backbencher who challenged Margaret Thatcher for the party...",politics,Politics,0.13,True,,,,,,,,,
"UK youth 'interested' in politics

The majority of young people are interested in politics, holding ""strong opinions"" on...",politics,Politics,0.13,True,,,,,,,,,
